"","Maker","Genmodel","year","sales"
"1203","MERCEDES","MERCEDES C CLASS",2019,21683
"1204","MERCEDES","MERCEDES CITAN",2019,6
"1205","MERCEDES","MERCEDES CL CLASS",2019,0
"1206","MERCEDES","MERCEDES CLA CLASS",2019,8497
"1207","MERCEDES","MERCEDES CLC CLASS",2019,0
"1208","MERCEDES","MERCEDES CLK CLASS",2019,0
"1209","MERCEDES","MERCEDES CLS CLASS",2019,1021
"1210","MERCEDES","MERCEDES E CLASS",2019,18372
"1211","MERCEDES","MERCEDES G CLASS",2019,139
"1212","MERCEDES","MERCEDES GL CLASS",2019,1
"1213","MERCEDES","MERCEDES GLA CLASS",2019,17092
"1214","MERCEDES","MERCEDES GLC CLASS",2019,17627
"1215","MERCEDES","MERCEDES GLE CLASS",2019,3527
"1216","MERCEDES","MERCEDES GLS CLASS",2019,395
"1217","MERCEDES","MERCEDES ML CLASS",2019,0
"1218","MERCEDES","MERCEDES R CLASS",2019,0
"1219","MERCEDES","MERCEDES S CLASS",2019,1807
"1220","MERCEDES","MERCEDES SL CLASS",2019,328
"1221","MERCEDES","MERCEDES SLC CLASS",2019,898
"1222","MERCEDES","MERCEDES SLK CLASS",2019,0
"1223","MERCEDES","MERCEDES SPRINTER",2019,186
"1224","MERCEDES","MERCEDES V CLASS",2019,1980
"1225","MERCEDES","MERCEDES VANEO",2019,0
"1226","MERCEDES","MERCEDES VIANO",2019,0
"1227","MERCEDES","MERCEDES VITO",2019,2114
"1228","MERCEDES","MERCEDES X CLASS",2019,4
"1229","MG","MG 3",2019,3260
"1230","MG","MG 6",2019,0
"1231","MG","MG GS",2019,351
"1232","MG","MG MG6",2019,0
"1233","MG","MG MGF",2019,0
"1234","MG","MG TF",2019,0
"1235","MG","MG XS",2019,7252
"1236","MG","MG ZR",2019,0
"1237","MG","MG ZS",2019,1075
"1238","MG","MG ZT",2019,0
"1239","MICROCAR","MICROCAR M-GO",2019,0
"1240","MINI","MINI CLUBMAN",2019,5746
"1241","MINI","MINI COOPER",2019,36432
"1242","MINI","MINI COUNTRYMAN",2019,16288
"1243","MINI","MINI FIRST",2019,0
"1244","MINI","MINI JOHN COOPER WORKS",2019,2595
"1245","MINI","MINI ONE",2019,1598
"1246","MINI","MINI PACEMAN",2019,0
"1247","MINI","MINI ROADSTER",2019,0
"1248","MITSUBISHI","MITSUBISHI ASX",2019,1477
"1249","MITSUBISHI","MITSUBISHI CARISMA",2019,0
"1250","MITSUBISHI","MITSUBISHI COLT",2019,0
"1251","MITSUBISHI","MITSUBISHI DELICA",2019,0
"1252","MITSUBISHI","MITSUBISHI ECLIPSE",2019,3929
"1253","MITSUBISHI","MITSUBISHI FTO",2019,0
"1254","MITSUBISHI","MITSUBISHI GALANT",2019,0
"1255","MITSUBISHI","MITSUBISHI GRANDIS",2019,0
"1256","MITSUBISHI","MITSUBISHI L200",2019,0
"1257","MITSUBISHI","MITSUBISHI LANCER",2019,0
"1258","MITSUBISHI","MITSUBISHI MIRAGE",2019,1114
"1259","MITSUBISHI","MITSUBISHI OUTLANDER",2019,8195
"1260","MITSUBISHI","MITSUBISHI PAJERO",2019,0
"1261","MITSUBISHI","MITSUBISHI SHOGUN",2019,651
"1262","MITSUBISHI","MITSUBISHI SPACE STAR",2019,0
"1263","MITSUBISHI","MITSUBISHI SPACE WAGON",2019,0
"1264","MORGAN","MORGAN AERO",2019,0
"1265","MORGAN","MORGAN PLUS 4",2019,84
"1266","MORGAN","MORGAN PLUS 8",2019,1
"1267","MORGAN","MORGAN ROADSTER",2019,25
"1268","NISSAN","NISSAN 350",2019,0
"1269","NISSAN","NISSAN 370",2019,104
"1270","NISSAN","NISSAN ALMERA",2019,0
"1271","NISSAN","NISSAN CUBE",2019,0
"1272","NISSAN","NISSAN E-NV200",2019,213
"1273","NISSAN","NISSAN FAIRLADY",2019,0
"1274","NISSAN","NISSAN GT",2019,0
"1275","NISSAN","NISSAN GT-R",2019,130
"1276","NISSAN","NISSAN JUKE",2019,18506
"1277","NISSAN","NISSAN LEAF",2019,5040
"1278","NISSAN","NISSAN MICRA",2019,8433
"1279","NISSAN","NISSAN MURANO",2019,0
"1280","NISSAN","NISSAN NAVARA",2019,1
"1281","NISSAN","NISSAN NOTE",2019,0
"1282","NISSAN","NISSAN NV200",2019,0
"1283","NISSAN","NISSAN NV300",2019,8
"1284","NISSAN","NISSAN PATHFINDER",2019,0
"1285","NISSAN","NISSAN PATROL",2019,0
"1286","NISSAN","NISSAN PIXO",2019,0
"1287","NISSAN","NISSAN PRIMASTAR",2019,0
"1288","NISSAN","NISSAN PRIMERA",2019,0
"1289","NISSAN","NISSAN PULSAR",2019,0
"1290","NISSAN","NISSAN QASHQAI",2019,49307
"1291","NISSAN","NISSAN SERENA",2019,1
"1292","NISSAN","NISSAN SKYLINE",2019,0
"1293","NISSAN","NISSAN STAGEA",2019,0
"1294","NISSAN","NISSAN TERRANO",2019,0
"1295","NISSAN","NISSAN X-TRAIL",2019,5587
"1296","NOBLE","NOBLE M600",2019,0
"1297","OPEL","OPEL ASTRA",2019,0
"1298","OPEL","OPEL INSIGNIA",2019,0
"1299","OPEL","OPEL ZAFIRA",2019,0
"1300","PERODUA","PERODUA KELISA",2019,0
"1301","PERODUA","PERODUA KENARI",2019,0
"1302","PERODUA","PERODUA MYVI",2019,0
"1303","PEUGEOT","PEUGEOT 1007",2019,0
"1304","PEUGEOT","PEUGEOT 106",2019,0
"1305","PEUGEOT","PEUGEOT 107",2019,0
"1306","PEUGEOT","PEUGEOT 108",2019,5106
"1307","PEUGEOT","PEUGEOT 2008",2019,11904
"1308","PEUGEOT","PEUGEOT 206",2019,2
"1309","PEUGEOT","PEUGEOT 207",2019,0
"1310","PEUGEOT","PEUGEOT 208",2019,19851
"1311","PEUGEOT","PEUGEOT 3008",2019,19082
"1312","PEUGEOT","PEUGEOT 306",2019,0
"1313","PEUGEOT","PEUGEOT 307",2019,0
"1314","PEUGEOT","PEUGEOT 308",2019,6772
"1315","PEUGEOT","PEUGEOT 4007",2019,0
"1316","PEUGEOT","PEUGEOT 406",2019,2
"1317","PEUGEOT","PEUGEOT 407",2019,0
"1318","PEUGEOT","PEUGEOT 5008",2019,5619
"1319","PEUGEOT","PEUGEOT 508",2019,1952
"1320","PEUGEOT","PEUGEOT 607",2019,0
"1321","PEUGEOT","PEUGEOT 806",2019,0
"1322","PEUGEOT","PEUGEOT 807",2019,0
"1323","PEUGEOT","PEUGEOT BIPPER",2019,0
"1324","PEUGEOT","PEUGEOT BOXER",2019,220
"1325","PEUGEOT","PEUGEOT EXPERT",2019,54
"1326","PEUGEOT","PEUGEOT HORIZON",2019,450
"1327","PEUGEOT","PEUGEOT INDEPENDENCE",2019,0
"1328","PEUGEOT","PEUGEOT ION",2019,0
"1329","PEUGEOT","PEUGEOT PARTNER",2019,35
"1330","PEUGEOT","PEUGEOT RCZ",2019,0
"1331","PEUGEOT","PEUGEOT RIFTER",2019,3049
"1332","PEUGEOT","PEUGEOT TRAVELLER",2019,695
"1333","PORSCHE","PORSCHE 718 BOXSTER",2019,696
"1334","PORSCHE","PORSCHE 718 CAYMAN",2019,910
"1335","PORSCHE","PORSCHE 911",2019,2459
"1336","PORSCHE","PORSCHE 918",2019,0
"1337","PORSCHE","PORSCHE BOXSTER",2019,189
"1338","PORSCHE","PORSCHE CAYENNE",2019,3409
"1339","PORSCHE","PORSCHE CAYMAN",2019,257
"1340","PORSCHE","PORSCHE MACAN",2019,4764
"1341","PORSCHE","PORSCHE PANAMERA",2019,822
"1342","PROTON","PROTON GEN 2",2019,0
"1343","PROTON","PROTON IMPIAN",2019,0
"1344","PROTON","PROTON PERSONA",2019,0
"1345","PROTON","PROTON SATRIA",2019,0
"1346","PROTON","PROTON SAVVY",2019,0
"1347","PROTON","PROTON WIRA",2019,0
"1348","RENAULT","RENAULT CAPTUR",2019,19247
"1349","RENAULT","RENAULT CLIO",2019,16083
"1350","RENAULT","RENAULT ESPACE",2019,0
"1351","RENAULT","RENAULT FLUENCE",2019,0
"1352","RENAULT","RENAULT GRAND SCENIC",2019,851
"1353","RENAULT","RENAULT KADJAR",2019,10811
"1354","RENAULT","RENAULT KANGOO",2019,0
"1355","RENAULT","RENAULT KOLEOS",2019,946
"1356","RENAULT","RENAULT LAGUNA",2019,0
"1357","RENAULT","RENAULT MASTER",2019,218
"1358","RENAULT","RENAULT MEGANE",2019,2525
"1359","RENAULT","RENAULT MODUS",2019,0
"1360","RENAULT","RENAULT SCENIC",2019,287
"1361","RENAULT","RENAULT TRAFIC",2019,626
"1362","RENAULT","RENAULT TWINGO",2019,226
"1363","RENAULT","RENAULT TWIZY",2019,0
"1364","RENAULT","RENAULT VEL SATIS",2019,0
"1365","RENAULT","RENAULT WIND ROADSTER",2019,0
"1366","RENAULT","RENAULT ZOE",2019,2231
"1367","Reva","Reva G-WIZ",2019,0
"1368","ROLLS ROYCE","ROLLS ROYCE CORNICHE",2019,0
"1369","ROLLS ROYCE","ROLLS ROYCE DAWN",2019,63
"1370","ROLLS ROYCE","ROLLS ROYCE GHOST",2019,39
"1371","ROLLS ROYCE","ROLLS ROYCE PHANTOM",2019,45
"1372","ROLLS ROYCE","ROLLS ROYCE SILVER SERAPH",2019,0
"1373","ROLLS ROYCE","ROLLS ROYCE WRAITH",2019,50
"1374","ROVER","ROVER 25",2019,0
"1375","ROVER","ROVER 45",2019,0
"1376","ROVER","ROVER 75",2019,0
"1377","ROVER","ROVER CITYROVER",2019,0
"1378","ROVER","ROVER MINI",2019,0
"1379","ROVER","ROVER STREETWISE",2019,0
"1380","SAAB","SAAB 9-3",2019,0
"1381","SAAB","SAAB 9-5",2019,0
"1382","SANTANA","SANTANA PS10",2019,0
"1383","SEAT","SEAT ALHAMBRA",2019,2475
"1384","SEAT","SEAT ALTEA",2019,0
"1385","SEAT","SEAT ARONA",2019,14841
"1386","SEAT","SEAT AROSA",2019,0
"1387","SEAT","SEAT ATECA",2019,11040
"1388","SEAT","SEAT CORDOBA",2019,0
"1389","SEAT","SEAT EXEO",2019,0
"1390","SEAT","SEAT IBIZA",2019,13255
"1391","SEAT","SEAT LEON",2019,18968
"1392","SEAT","SEAT MII",2019,1287
"1393","SEAT","SEAT TARRACO",2019,4268
"1394","SEAT","SEAT TOLEDO",2019,87
"1395","SKODA","SKODA CITIGO",2019,4546
"1396","SKODA","SKODA FABIA",2019,14679
"1397","SKODA","SKODA FELICIA",2019,0
"1398","SKODA","SKODA KAROQ",2019,14566
"1399","SKODA","SKODA KODIAQ",2019,8778
"1400","SKODA","SKODA OCTAVIA",2019,19631
"1401","SKODA","SKODA RAPID",2019,501
"1402","SKODA","SKODA ROOMSTER",2019,0
"1403","SKODA","SKODA SCALA",2019,1420
"1404","SKODA","SKODA SUPERB",2019,6775
"1405","SKODA","SKODA YETI",2019,0
"1406","SMART","SMART CITY",2019,0
"1407","SMART","SMART FORFOUR",2019,1926
"1408","SMART","SMART FORTWO",2019,1878
"1409","SMART","SMART ROADSTER",2019,0
"1410","SSANGYONG","SSANGYONG KORANDO",2019,697
"1411","SSANGYONG","SSANGYONG KYRON",2019,0
"1412","SSANGYONG","SSANGYONG MUSSO",2019,0
"1413","SSANGYONG","SSANGYONG REXTON",2019,310
"1414","SSANGYONG","SSANGYONG RODIUS",2019,57
"1415","SSANGYONG","SSANGYONG TIVOLI",2019,725
"1416","SUBARU","SUBARU BRZ",2019,76
"1417","SUBARU","SUBARU FORESTER",2019,1008
"1418","SUBARU","SUBARU IMPREZA",2019,108
"1419","SUBARU","SUBARU JUSTY",2019,0
"1420","SUBARU","SUBARU LEGACY",2019,0
"1421","SUBARU","SUBARU LEVORG",2019,74
"1422","SUBARU","SUBARU OUTBACK",2019,571
"1423","SUBARU","SUBARU WRX",2019,5
"1424","SUBARU","SUBARU XV",2019,918
"1425","SUZUKI","SUZUKI ALTO",2019,0
"1426","SUZUKI","SUZUKI BALENO",2019,1046
"1427","SUZUKI","SUZUKI CELERIO",2019,2129
"1428","SUZUKI","SUZUKI GRAND VITARA",2019,0
"1429","SUZUKI","SUZUKI IGNIS",2019,3579
"1430","SUZUKI","SUZUKI JIMNY",2019,1169
"1431","SUZUKI","SUZUKI KIZASHI",2019,0
"1432","SUZUKI","SUZUKI LIANA",2019,0
"1433","SUZUKI","SUZUKI SPLASH",2019,0
"1434","SUZUKI","SUZUKI SWIFT",2019,10931
"1435","SUZUKI","SUZUKI SX4",2019,2027
"1436","SUZUKI","SUZUKI VITARA",2019,12497
"1437","SUZUKI","SUZUKI WAGON R+",2019,0
"1438","TATA","TATA SAFARI",2019,0
"1439","TESLA","TESLA MODEL 3",2019,10317
"1440","TESLA","TESLA MODEL S",2019,1186
"1441","TESLA","TESLA MODEL X",2019,1209
"1442","TOYOTA","TOYOTA 4-RUNNER",2019,2
"1443","TOYOTA","TOYOTA AURIS",2019,1121
"1444","TOYOTA","TOYOTA AVENSIS",2019,1
"1445","TOYOTA","TOYOTA AYGO",2019,21768
"1446","TOYOTA","TOYOTA CAMRY",2019,385
"1447","TOYOTA","TOYOTA CELICA",2019,0
"1448","TOYOTA","TOYOTA C-HR",2019,17346
"1449","TOYOTA","TOYOTA COROLLA",2019,14079
"1450","TOYOTA","TOYOTA ESTIMA",2019,0
"1451","TOYOTA","TOYOTA GRANVIA",2019,0
"1452","TOYOTA","TOYOTA GT86",2019,316
"1453","TOYOTA","TOYOTA HIACE",2019,0
"1454","TOYOTA","TOYOTA HILUX",2019,1
"1455","TOYOTA","TOYOTA IQ",2019,0
"1456","TOYOTA","TOYOTA LANDCRUISER",2019,620
"1457","TOYOTA","TOYOTA MR2",2019,0
"1458","TOYOTA","TOYOTA PICNIC",2019,0
"1459","TOYOTA","TOYOTA PREVIA",2019,0
"1460","TOYOTA","TOYOTA PRIUS",2019,3059
"1461","TOYOTA","TOYOTA PRIUS+",2019,3573
"1462","TOYOTA","TOYOTA PROACE",2019,516
"1463","TOYOTA","TOYOTA RAV4",2019,9458
"1464","TOYOTA","TOYOTA SOARER",2019,0
"1465","TOYOTA","TOYOTA STARLET",2019,0
"1466","TOYOTA","TOYOTA SUPRA",2019,102
"1467","TOYOTA","TOYOTA URBAN CRUISER",2019,0
"1468","TOYOTA","TOYOTA VERSO",2019,0
"1469","TOYOTA","TOYOTA YARIS",2019,27557
"1470","TVR","TVR CERBERA",2019,0
"1471","TVR","TVR SAGARIS",2019,0
"1472","TVR","TVR T350",2019,0
"1473","TVR","TVR TUSCAN",2019,0
"1474","VAUXHALL","VAUXHALL ADAM",2019,4716
"1475","VAUXHALL","VAUXHALL AGILA",2019,0
"1476","VAUXHALL","VAUXHALL AMPERA",2019,0
"1477","VAUXHALL","VAUXHALL ANTARA",2019,0
"1478","VAUXHALL","VAUXHALL ASTRA",2019,20595
"1479","VAUXHALL","VAUXHALL CASCADA",2019,0
"1480","VAUXHALL","VAUXHALL COMBO",2019,3412
"1481","VAUXHALL","VAUXHALL CORSA",2019,50763
"1482","VAUXHALL","VAUXHALL CROSSLAND",2019,15112
"1483","VAUXHALL","VAUXHALL FRONTERA",2019,0
"1484","VAUXHALL","VAUXHALL GRANDLAND",2019,21625
"1485","VAUXHALL","VAUXHALL INSIGNIA",2019,7408
"1486","VAUXHALL","VAUXHALL MERIVA",2019,0
"1487","VAUXHALL","VAUXHALL MOKKA",2019,21463
"1488","VAUXHALL","VAUXHALL MONARO",2019,0
"1489","VAUXHALL","VAUXHALL MOVANO",2019,48
"1490","VAUXHALL","VAUXHALL OMEGA",2019,0
"1491","VAUXHALL","VAUXHALL SIGNUM",2019,0
"1492","VAUXHALL","VAUXHALL TIGRA",2019,0
"1493","VAUXHALL","VAUXHALL VECTRA",2019,0
"1494","VAUXHALL","VAUXHALL VIVA",2019,4091
"1495","VAUXHALL","VAUXHALL VIVARO",2019,387
"1496","VAUXHALL","VAUXHALL VX220",2019,0
"1497","VAUXHALL","VAUXHALL VXR8",2019,0
"1498","VAUXHALL","VAUXHALL ZAFIRA",2019,6
"1499","VOLKSWAGEN","VOLKSWAGEN ARTEON",2019,2510
"1500","VOLKSWAGEN","VOLKSWAGEN BEETLE",2019,0
"1501","VOLKSWAGEN","VOLKSWAGEN BORA",2019,0
"1502","VOLKSWAGEN","VOLKSWAGEN CADDY",2019,1162
"1503","VOLKSWAGEN","VOLKSWAGEN CADDYMAXI",2019,1440
"1504","VOLKSWAGEN","VOLKSWAGEN CALIFORNIA",2019,1201
"1505","VOLKSWAGEN","VOLKSWAGEN CARAVELLE",2019,736
"1506","VOLKSWAGEN","VOLKSWAGEN CC",2019,0
"1507","VOLKSWAGEN","VOLKSWAGEN EOS",2019,0
"1508","VOLKSWAGEN","VOLKSWAGEN FOX",2019,0
"1509","VOLKSWAGEN","VOLKSWAGEN GOLF",2019,57451
"1510","VOLKSWAGEN","VOLKSWAGEN HIGH UP",2019,507
"1511","VOLKSWAGEN","VOLKSWAGEN JETTA",2019,9
"1512","VOLKSWAGEN","VOLKSWAGEN LOOK UP",2019,0
"1513","VOLKSWAGEN","VOLKSWAGEN LUPO",2019,0
"1514","VOLKSWAGEN","VOLKSWAGEN PASSAT",2019,7269
"1515","VOLKSWAGEN","VOLKSWAGEN PHAETON",2019,0
"1516","VOLKSWAGEN","VOLKSWAGEN POLO",2019,36314
"1517","VOLKSWAGEN","VOLKSWAGEN SCIROCCO",2019,0
"1518","VOLKSWAGEN","VOLKSWAGEN SHARAN",2019,4416
"1519","VOLKSWAGEN","VOLKSWAGEN T-CROSS",2019,6758
"1520","VOLKSWAGEN","VOLKSWAGEN TIGUAN",2019,37182
"1521","VOLKSWAGEN","VOLKSWAGEN TOUAREG",2019,3301
"1522","VOLKSWAGEN","VOLKSWAGEN TOURAN",2019,2629
"1523","VOLKSWAGEN","VOLKSWAGEN TRANSPORTER",2019,2219
"1524","VOLKSWAGEN","VOLKSWAGEN T-ROC",2019,21258
"1525","VOLKSWAGEN","VOLKSWAGEN UP",2019,6939
"1526","VOLKSWAGEN","VOLKSWAGEN UP BY",2019,820
"1527","VOLKSWAGEN","VOLKSWAGEN URBAN",2019,0
"1528","VOLKSWAGEN","VOLKSWAGEN XL1",2019,0
"1529","VOLVO","VOLVO C 30",2019,0
"1530","VOLVO","VOLVO C30",2019,0
"1531","VOLVO","VOLVO C70",2019,0
"1532","VOLVO","VOLVO S40",2019,0
"1533","VOLVO","VOLVO S60",2019,1098
"1534","VOLVO","VOLVO S70",2019,0
"1535","VOLVO","VOLVO S80",2019,0
"1536","VOLVO","VOLVO S90",2019,2050
"1537","VOLVO","VOLVO V40",2019,8110
"1538","VOLVO","VOLVO V50",2019,0
"1539","VOLVO","VOLVO V60",2019,4648
"1540","VOLVO","VOLVO V70",2019,0
"1541","VOLVO","VOLVO V90",2019,4296
"1542","VOLVO","VOLVO XC40",2019,14894
"1543","VOLVO","VOLVO XC60",2019,11182
"1544","VOLVO","VOLVO XC70",2019,0
"1545","VOLVO","VOLVO XC90",2019,7495
"1546","ZENOS","ZENOS E10",2019,0
"1547","ABARTH","ABARTH 124",2018,27
"1548","ABARTH","ABARTH 500",2018,1
"1549","ABARTH","ABARTH 595",2018,3907
"1550","ABARTH","ABARTH 695",2018,270
"1551","ABARTH","ABARTH PUNTO",2018,0
"1552","ABARTH","ABARTH SPIDER",2018,777
"1553","ACURA","ACURA TL",2018,0
"1554","AIXAM","AIXAM 500",2018,0
"1555","AIXAM","AIXAM A751",2018,0
"1556","AIXAM","AIXAM COUPE",2018,0
"1557","AIXAM","AIXAM CROSSLINE",2018,0
"1558","AIXAM","AIXAM CROSSOVER",2018,32
"1559","AIXAM","AIXAM MEGA",2018,0
"1560","AIXAM","AIXAM SCOUTY",2018,0
"1561","ALFA ROMEO","ALFA ROMEO 147",2018,0
"1562","ALFA ROMEO","ALFA ROMEO 156",2018,0
"1563","ALFA ROMEO","ALFA ROMEO 159",2018,0
"1564","ALFA ROMEO","ALFA ROMEO 166",2018,0
"1565","ALFA ROMEO","ALFA ROMEO 4C",2018,13
"1566","ALFA ROMEO","ALFA ROMEO 8C",2018,0
"1567","ALFA ROMEO","ALFA ROMEO BRERA",2018,0
"1568","ALFA ROMEO","ALFA ROMEO GIULIA",2018,1427
"1569","ALFA ROMEO","ALFA ROMEO GIULIETTA",2018,834
"1570","ALFA ROMEO","ALFA ROMEO GT",2018,0
"1571","ALFA ROMEO","ALFA ROMEO GTV",2018,0
"1572","ALFA ROMEO","ALFA ROMEO MITO",2018,378
"1573","ALFA ROMEO","ALFA ROMEO SPIDER",2018,0
"1574","ALFA ROMEO","ALFA ROMEO STELVIO",2018,1023
"1575","ALPINE","ALPINE A110",2018,108
"1576","ASTON MARTIN","ASTON MARTIN CYGNET",2018,0
"1577","ASTON MARTIN","ASTON MARTIN DB11",2018,404
"1578","ASTON MARTIN","ASTON MARTIN DB5",2018,0
"1579","ASTON MARTIN","ASTON MARTIN DB7",2018,0
"1580","ASTON MARTIN","ASTON MARTIN DB9",2018,0
"1581","ASTON MARTIN","ASTON MARTIN DB9O",2018,0
"1582","ASTON MARTIN","ASTON MARTIN DBS",2018,52
"1583","ASTON MARTIN","ASTON MARTIN RAPIDE",2018,35
"1584","ASTON MARTIN","ASTON MARTIN VANQUISH",2018,140
"1585","ASTON MARTIN","ASTON MARTIN VANTAGE",2018,421
"1586","ASTON MARTIN","ASTON MARTIN VIRAGE",2018,0
"1587","AUDI","AUDI A1",2018,19038
"1588","AUDI","AUDI A2",2018,0
"1589","AUDI","AUDI A3",2018,22958
"1590","AUDI","AUDI A4",2018,12026
"1591","AUDI","AUDI A5",2018,9063
"1592","AUDI","AUDI A6",2018,8392
"1593","AUDI","AUDI A7",2018,1417
"1594","AUDI","AUDI A8",2018,928
"1595","AUDI","AUDI ALLROAD",2018,0
"1596","AUDI","AUDI E-TRON",2018,0
"1597","AUDI","AUDI Q2",2018,14253
"1598","AUDI","AUDI Q3",2018,12550
"1599","AUDI","AUDI Q5",2018,11504
"1600","AUDI","AUDI Q7",2018,4092
"1601","AUDI","AUDI Q8",2018,634
"1602","AUDI","AUDI QUATTRO",2018,1
"1603","AUDI","AUDI R8",2018,254
"1604","AUDI","AUDI RIO",2018,1
"1605","AUDI","AUDI RS3",2018,1145
"1606","AUDI","AUDI RS4",2018,550
"1607","AUDI","AUDI RS5",2018,37
"1608","AUDI","AUDI RS6",2018,200
"1609","AUDI","AUDI RS7",2018,9
"1610","AUDI","AUDI RSQ3",2018,0
"1611","AUDI","AUDI S1",2018,307
"1612","AUDI","AUDI S3",2018,3017
"1613","AUDI","AUDI S4",2018,1334
"1614","AUDI","AUDI S5",2018,2283
"1615","AUDI","AUDI S6",2018,151
"1616","AUDI","AUDI S7",2018,7
"1617","AUDI","AUDI S8",2018,0
"1618","AUDI","AUDI SQ2",2018,0
"1619","AUDI","AUDI SQ5",2018,2046
"1620","AUDI","AUDI SQ7",2018,871
"1621","AUDI","AUDI TT",2018,1875
"1622","AUDI","AUDI TTRS",2018,334
"1623","AUDI","AUDI TTS",2018,1836
"1624","BENTLEY","BENTLEY ARNAGE",2018,0
"1625","BENTLEY","BENTLEY AZURE",2018,0
"1626","BENTLEY","BENTLEY BENTAYGA",2018,526
"1627","BENTLEY","BENTLEY BROOKLANDS",2018,0
"1628","BENTLEY","BENTLEY CONTINENTAL",2018,600
"1629","BENTLEY","BENTLEY FLYING SPUR",2018,56
"1630","BENTLEY","BENTLEY MULSANNE",2018,38
"1631","BMW","BMW 1 SERIES",2018,22628
"1632","BMW","BMW 2 SERIES",2018,18884
"1633","BMW","BMW 3 SERIES",2018,25391
"1634","BMW","BMW 4 SERIES",2018,15716
"1635","BMW","BMW 5 SERIES",2018,19961
"1636","BMW","BMW 6 SERIES",2018,2288
"1637","BMW","BMW 7 SERIES",2018,1374
"1638","BMW","BMW 8 SERIES",2018,219
"1639","BMW","BMW I3",2018,3491
"1640","BMW","BMW I8",2018,389
"1641","BMW","BMW M1",2018,3998
"1642","BMW","BMW M2",2018,3010
"1643","BMW","BMW M3",2018,855
"1644","BMW","BMW M4",2018,2123
"1645","BMW","BMW M5",2018,140
"1646","BMW","BMW M6",2018,57
"1647","BMW","BMW X1",2018,14626
"1648","BMW","BMW X2",2018,4880
"1649","BMW","BMW X3",2018,8197
"1650","BMW","BMW X4",2018,2064
"1651","BMW","BMW X5",2018,7443
"1652","BMW","BMW X6",2018,2114
"1653","BMW","BMW X7",2018,0
"1654","BMW","BMW Z3",2018,0
"1655","BMW","BMW Z4",2018,0
"1656","BMW","BMW Z8",2018,0
"1657","BRISTOL","BRISTOL FIGHTER",2018,0
"1658","CADILLAC","CADILLAC BLS",2018,0
"1659","CADILLAC","CADILLAC CTS",2018,0
"1660","CADILLAC","CADILLAC ESCALADE",2018,5
"1661","CADILLAC","CADILLAC STS",2018,0
"1662","CHEVROLET","CHEVROLET AVEO",2018,0
"1663","CHEVROLET","CHEVROLET CAMARO",2018,21
"1664","CHEVROLET","CHEVROLET CAPTIVA",2018,1
"1665","CHEVROLET","CHEVROLET CORVETTE",2018,12
"1666","CHEVROLET","CHEVROLET CRUZE",2018,0
"1667","CHEVROLET","CHEVROLET EPICA",2018,0
"1668","CHEVROLET","CHEVROLET KALOS",2018,0
"1669","CHEVROLET","CHEVROLET LACETTI",2018,0
"1670","CHEVROLET","CHEVROLET MATIZ",2018,0
"1671","CHEVROLET","CHEVROLET ORLANDO",2018,0
"1672","CHEVROLET","CHEVROLET SPARK",2018,0
"1673","CHEVROLET","CHEVROLET TACUMA",2018,0
"1674","CHEVROLET","CHEVROLET TRAX",2018,0
"1675","CHEVROLET","CHEVROLET VOLT",2018,0
"1676","CHRYSLER","CHRYSLER 300",2018,0
"1677","CHRYSLER","CHRYSLER 300C",2018,0
"1678","CHRYSLER","CHRYSLER CROSSFIRE",2018,0
"1679","CHRYSLER","CHRYSLER DELTA",2018,0
"1680","CHRYSLER","CHRYSLER GRAND VOYAGER",2018,0
"1681","CHRYSLER","CHRYSLER NEON",2018,0
"1682","CHRYSLER","CHRYSLER PT CRUISER",2018,0
"1683","CHRYSLER","CHRYSLER SEBRING",2018,0
"1684","CHRYSLER","CHRYSLER VOYAGER",2018,0
"1685","CHRYSLER","CHRYSLER YPSILON",2018,0
"1686","CITROEN","CITROEN BERLINGO",2018,2393
"1687","CITROEN","CITROEN C1",2018,6950
"1688","CITROEN","CITROEN C2",2018,0
"1689","CITROEN","CITROEN C3",2018,24099
"1690","CITROEN","CITROEN C4",2018,12323
"1691","CITROEN","CITROEN C5",2018,22
"1692","CITROEN","CITROEN C6",2018,0
"1693","CITROEN","CITROEN C8",2018,0
"1694","CITROEN","CITROEN C-CROSSER",2018,0
"1695","CITROEN","CITROEN C-ZERO",2018,0
"1696","CITROEN","CITROEN DISPATCH",2018,22
"1697","CITROEN","CITROEN DS3",2018,0
"1698","CITROEN","CITROEN DS4",2018,1
"1699","CITROEN","CITROEN DS5",2018,0
"1700","CITROEN","CITROEN NEMO",2018,0
"1701","CITROEN","CITROEN SAXO",2018,0
"1702","CITROEN","CITROEN SPACETOURER",2018,895
"1703","CITROEN","CITROEN SYNERGIE",2018,0
"1704","CITROEN","CITROEN XANTIA",2018,1
"1705","CITROEN","CITROEN XSARA",2018,0
"1706","CORVETTE","CORVETTE C6",2018,0
"1707","DACIA","DACIA DUSTER",2018,8538
"1708","DACIA","DACIA LOGAN",2018,1783
"1709","DACIA","DACIA SANDERO",2018,12542
"1710","DAEWOO","DAEWOO KALOS",2018,0
"1711","DAEWOO","DAEWOO LACETTI",2018,0
"1712","DAEWOO","DAEWOO LANOS",2018,0
"1713","DAEWOO","DAEWOO LEGANZA",2018,0
"1714","DAEWOO","DAEWOO MATIZ",2018,0
"1715","DAEWOO","DAEWOO MUSSO",2018,0
